obj_ID,label
54292,0.0
54293,0.0
54294,2.0
54295,0.0
54296,1.0
54297,0.0
54298,0.0
54299,0.0
54300,1.0
54301,0.0
54302,2.0
54303,0.0
54304,0.0
54305,0.0
54306,2.0
54307,2.0
54308,0.0
54309,0.0
54310,0.0
54311,1.0
54312,0.0
54313,0.0
54314,1.0
54315,2.0
54316,1.0
54317,2.0
54318,0.0
54319,1.0
54320,0.0
54321,2.0
54322,2.0
54323,2.0
54324,1.0
54325,1.0
54326,0.0
54327,0.0
54328,0.0
54329,0.0
54330,0.0
54331,0.0
54332,1.0
54333,2.0
54334,0.0
54335,1.0
54336,1.0
54337,1.0
54338,0.0
54339,2.0
54340,0.0
54341,0.0
54342,0.0
54343,1.0
54344,0.0
54345,2.0
54346,0.0
54347,1.0
54348,0.0
54349,0.0
54350,2.0
54351,1.0
54352,0.0
54353,0.0
54354,2.0
54355,0.0
54356,0.0
54357,0.0
54358,1.0
54359,0.0
54360,0.0
54361,0.0
54362,0.0
54363,1.0
54364,1.0
54365,0.0
54366,1.0
54367,0.0
54368,1.0
54369,0.0
54370,0.0
54371,0.0
54372,1.0
54373,2.0
54374,2.0
54375,0.0
54376,2.0
54377,0.0
54378,0.0
54379,0.0
54380,0.0
54381,1.0
54382,1.0
54383,2.0
54384,0.0
54385,0.0
54386,0.0
54387,0.0
54388,0.0
54389,2.0
54390,0.0
54391,0.0
54392,2.0
54393,0.0
54394,0.0
54395,0.0
54396,0.0
54397,0.0
54398,0.0
54399,0.0
54400,0.0
54401,2.0
54402,2.0
54403,1.0
54404,1.0
54405,0.0
54406,0.0
54407,1.0
54408,0.0
54409,0.0
54410,0.0
54411,0.0
54412,2.0
54413,0.0
54414,2.0
54415,1.0
54416,0.0
54417,1.0
54418,0.0
54419,0.0
54420,0.0
54421,0.0
54422,0.0
54423,0.0
54424,0.0
54425,0.0
54426,0.0
54427,0.0
54428,0.0
54429,0.0
54430,2.0
54431,0.0
54432,0.0
54433,0.0
54434,0.0
54435,0.0
54436,0.0
54437,0.0
54438,0.0
54439,0.0
54440,1.0
54441,0.0
54442,0.0
54443,0.0
54444,0.0
54445,0.0
54446,0.0
54447,0.0
54448,0.0
54449,0.0
54450,1.0
54451,1.0
54452,2.0
54453,0.0
54454,0.0
54455,0.0
54456,1.0
54457,1.0
54458,0.0
54459,1.0
54460,1.0
54461,0.0
54462,0.0
54463,0.0
54464,1.0
54465,0.0
54466,0.0
54467,1.0
54468,0.0
54469,0.0
54470,0.0
54471,0.0
54472,0.0
54473,1.0
54474,0.0
54475,1.0
54476,1.0
54477,0.0
54478,0.0
54479,0.0
54480,1.0
54481,0.0
54482,0.0
54483,1.0
54484,1.0
54485,1.0
54486,0.0
54487,2.0
54488,0.0
54489,0.0
54490,1.0
54491,1.0
54492,0.0
54493,0.0
54494,1.0
54495,2.0
54496,0.0
54497,2.0
54498,0.0
54499,0.0
54500,0.0
54501,0.0
54502,1.0
54503,0.0
54504,0.0
54505,0.0
54506,0.0
54507,0.0
54508,0.0
54509,0.0
54510,1.0
54511,0.0
54512,0.0
54513,0.0
54514,2.0
54515,1.0
54516,0.0
54517,0.0
54518,0.0
54519,1.0
54520,0.0
54521,1.0
54522,0.0
54523,0.0
54524,0.0
54525,0.0
54526,0.0
54527,1.0
54528,2.0
54529,2.0
54530,0.0
54531,0.0
54532,2.0
54533,1.0
54534,1.0
54535,0.0
54536,1.0
54537,0.0
54538,0.0
54539,0.0
54540,0.0
54541,0.0
54542,2.0
54543,0.0
54544,0.0
54545,1.0
54546,0.0
54547,0.0
54548,0.0
54549,0.0
54550,0.0
54551,2.0
54552,1.0
54553,1.0
54554,1.0
54555,0.0
54556,2.0
54557,0.0
54558,2.0
54559,1.0
54560,0.0
54561,0.0
54562,0.0
54563,0.0
54564,0.0
54565,1.0
54566,0.0
54567,0.0
54568,0.0
54569,0.0
54570,2.0
54571,0.0
54572,0.0
54573,2.0
54574,0.0
54575,1.0
54576,0.0
54577,1.0
54578,0.0
54579,0.0
54580,0.0
54581,0.0
54582,2.0
54583,1.0
54584,0.0
54585,1.0
54586,0.0
54587,1.0
54588,2.0
54589,0.0
54590,1.0
54591,0.0
54592,2.0
54593,2.0
54594,1.0
54595,0.0
54596,1.0
54597,0.0
54598,0.0
54599,0.0
54600,0.0
54601,1.0
54602,2.0
54603,2.0
54604,2.0
54605,0.0
54606,1.0
54607,0.0
54608,0.0
54609,1.0
54610,0.0
54611,0.0
54612,0.0
54613,0.0
54614,0.0
54615,1.0
54616,1.0
54617,0.0
54618,2.0
54619,2.0
54620,2.0
54621,1.0
54622,0.0
54623,2.0
54624,0.0
54625,0.0
54626,0.0
54627,1.0
54628,0.0
54629,1.0
54630,0.0
54631,0.0
54632,1.0
54633,0.0
54634,0.0
54635,0.0
54636,0.0
54637,0.0
54638,2.0
54639,1.0
54640,0.0
54641,1.0
54642,0.0
54643,0.0
54644,0.0
54645,1.0
54646,0.0
54647,0.0
54648,1.0
54649,2.0
54650,1.0
54651,0.0
54652,0.0
54653,1.0
54654,1.0
54655,0.0
54656,0.0
54657,0.0
54658,2.0
54659,2.0
54660,0.0
54661,0.0
54662,1.0
54663,0.0
54664,0.0
54665,2.0
54666,0.0
54667,1.0
54668,2.0
54669,0.0
54670,0.0
54671,0.0
54672,0.0
54673,0.0
54674,2.0
54675,2.0
54676,0.0
54677,2.0
54678,0.0
54679,2.0
54680,0.0
54681,0.0
54682,0.0
54683,0.0
54684,0.0
54685,2.0
54686,1.0
54687,0.0
54688,0.0
54689,0.0
54690,0.0
54691,0.0
54692,0.0
54693,0.0
54694,1.0
54695,0.0
54696,1.0
54697,0.0
54698,0.0
54699,0.0
54700,0.0
54701,2.0
54702,2.0
54703,0.0
54704,0.0
54705,0.0
54706,1.0
54707,0.0
54708,0.0
54709,0.0
54710,0.0
54711,0.0
54712,2.0
54713,1.0
54714,0.0
54715,0.0
54716,2.0
54717,0.0
54718,2.0
54719,0.0
54720,1.0
54721,1.0
54722,0.0
54723,1.0
54724,0.0
54725,0.0
54726,2.0
54727,0.0
54728,0.0
54729,0.0
54730,0.0
54731,0.0
54732,0.0
54733,0.0
54734,1.0
54735,0.0
54736,0.0
54737,2.0
54738,0.0
54739,2.0
54740,0.0
54741,0.0
54742,0.0
54743,1.0
54744,0.0
54745,2.0
54746,2.0
54747,0.0
54748,0.0
54749,0.0
54750,0.0
54751,0.0
54752,0.0
54753,0.0
54754,2.0
54755,0.0
54756,0.0
54757,0.0
54758,0.0
54759,1.0
54760,2.0
54761,2.0
54762,2.0
54763,0.0
54764,1.0
54765,1.0
54766,0.0
54767,2.0
54768,0.0
54769,0.0
54770,0.0
54771,0.0
54772,0.0
54773,0.0
54774,0.0
54775,1.0
54776,1.0
54777,2.0
54778,0.0
54779,0.0
54780,1.0
54781,0.0
54782,0.0
54783,0.0
54784,1.0
54785,0.0
54786,1.0
54787,0.0
54788,0.0
54789,0.0
54790,0.0
54791,0.0
54792,2.0
54793,0.0
54794,1.0
54795,0.0
54796,0.0
54797,1.0
54798,0.0
54799,0.0
54800,2.0
54801,1.0
54802,0.0
54803,2.0
54804,2.0
54805,0.0
54806,0.0
54807,0.0
54808,2.0
54809,0.0
54810,0.0
54811,2.0
54812,1.0
54813,2.0
54814,0.0
54815,0.0
54816,0.0
54817,2.0
54818,0.0
54819,0.0
54820,0.0
54821,0.0
54822,0.0
54823,2.0
54824,1.0
54825,0.0
54826,1.0
54827,2.0
54828,0.0
54829,0.0
54830,0.0
54831,0.0
54832,2.0
54833,2.0
54834,0.0
54835,0.0
54836,0.0
54837,2.0
54838,1.0
54839,0.0
54840,1.0
54841,2.0
54842,0.0
54843,0.0
54844,0.0
54845,0.0
54846,0.0
54847,1.0
54848,0.0
54849,0.0
54850,0.0
54851,0.0
54852,0.0
54853,0.0
54854,1.0
54855,0.0
54856,0.0
54857,0.0
54858,0.0
54859,1.0
54860,0.0
54861,2.0
54862,0.0
54863,0.0
54864,0.0
54865,0.0
54866,2.0
54867,0.0
54868,0.0
54869,0.0
54870,0.0
54871,0.0
54872,0.0
54873,1.0
54874,0.0
54875,1.0
54876,0.0
54877,0.0
54878,0.0
54879,2.0
54880,0.0
54881,0.0
54882,2.0
54883,0.0
54884,0.0
54885,0.0
54886,1.0
54887,1.0
54888,1.0
54889,0.0
54890,1.0
54891,2.0
54892,2.0
54893,0.0
54894,2.0
54895,0.0
54896,2.0
54897,0.0
54898,0.0
54899,1.0
54900,1.0
54901,0.0
54902,1.0
54903,1.0
54904,1.0
54905,0.0
54906,0.0
54907,2.0
54908,0.0
54909,0.0
54910,1.0
54911,1.0
54912,0.0
54913,0.0
54914,2.0
54915,0.0
54916,2.0
54917,1.0
54918,2.0
54919,0.0
54920,0.0
54921,1.0
54922,0.0
54923,0.0
54924,0.0
54925,1.0
54926,0.0
54927,0.0
54928,0.0
54929,1.0
54930,0.0
54931,0.0
54932,0.0
54933,2.0
54934,0.0
54935,2.0
54936,2.0
54937,0.0
54938,2.0
54939,0.0
54940,0.0
54941,1.0
54942,0.0
54943,0.0
54944,2.0
54945,0.0
54946,0.0
54947,0.0
54948,1.0
54949,0.0
54950,0.0
54951,1.0
54952,1.0
54953,0.0
54954,0.0
54955,1.0
54956,2.0
54957,2.0
54958,0.0
54959,1.0
54960,1.0
54961,0.0
54962,2.0
54963,0.0
54964,2.0
54965,0.0
54966,0.0
54967,0.0
54968,0.0
54969,2.0
54970,1.0
54971,0.0
54972,0.0
54973,2.0
54974,2.0
54975,0.0
54976,2.0
54977,1.0
54978,1.0
54979,1.0
54980,1.0
54981,1.0
54982,1.0
54983,0.0
54984,0.0
54985,0.0
54986,0.0
54987,0.0
54988,0.0
54989,0.0
54990,0.0
54991,1.0
54992,1.0
54993,1.0
54994,0.0
54995,1.0
54996,1.0
54997,0.0
54998,1.0
54999,2.0
55000,0.0
55001,0.0
55002,0.0
55003,1.0
55004,2.0
55005,0.0
55006,0.0
55007,1.0
55008,0.0
55009,1.0
55010,0.0
55011,0.0
55012,1.0
55013,0.0
55014,2.0
55015,0.0
55016,1.0
55017,0.0
55018,0.0
55019,0.0
55020,2.0
55021,0.0
55022,0.0
55023,0.0
55024,0.0
55025,0.0
55026,0.0
55027,2.0
55028,1.0
55029,2.0
55030,1.0
55031,1.0
55032,0.0
55033,1.0
55034,1.0
55035,1.0
55036,0.0
55037,0.0
55038,0.0
55039,1.0
55040,0.0
55041,0.0
55042,2.0
55043,0.0
55044,0.0
55045,0.0
55046,0.0
55047,0.0
55048,1.0
55049,0.0
55050,1.0
55051,1.0
55052,0.0
55053,1.0
55054,0.0
55055,0.0
55056,1.0
55057,0.0
55058,1.0
55059,0.0
55060,0.0
55061,2.0
55062,1.0
55063,2.0
55064,0.0
55065,1.0
55066,0.0
55067,0.0
55068,0.0
55069,0.0
55070,2.0
55071,0.0
55072,0.0
55073,2.0
55074,0.0
55075,0.0
55076,0.0
55077,1.0
55078,0.0
55079,0.0
55080,1.0
55081,0.0
55082,2.0
55083,0.0
55084,0.0
55085,2.0
55086,0.0
55087,0.0
55088,1.0
55089,0.0
55090,0.0
55091,1.0
55092,0.0
55093,0.0
55094,2.0
55095,1.0
55096,0.0
55097,0.0
55098,1.0
55099,0.0
55100,0.0
55101,0.0
55102,0.0
55103,1.0
55104,1.0
55105,0.0
55106,1.0
55107,2.0
55108,1.0
55109,0.0
55110,0.0
55111,0.0
55112,0.0
55113,1.0
55114,0.0
55115,0.0
55116,2.0
55117,0.0
55118,0.0
55119,1.0
55120,0.0
55121,2.0
55122,2.0
55123,0.0
55124,1.0
55125,1.0
55126,0.0
55127,0.0
55128,1.0
55129,0.0
55130,1.0
55131,0.0
55132,0.0
55133,0.0
55134,2.0
55135,0.0
55136,1.0
55137,0.0
55138,0.0
55139,1.0
55140,2.0
55141,1.0
55142,2.0
55143,1.0
55144,0.0
55145,0.0
55146,2.0
55147,1.0
55148,0.0
55149,0.0
55150,0.0
55151,0.0
55152,0.0
55153,2.0
55154,1.0
55155,2.0
55156,1.0
55157,0.0
55158,0.0
55159,0.0
55160,0.0
55161,0.0
55162,0.0
55163,0.0
55164,1.0
55165,2.0
55166,0.0
55167,0.0
55168,2.0
55169,0.0
55170,0.0
55171,2.0
55172,0.0
55173,2.0
55174,2.0
55175,0.0
55176,0.0
55177,0.0
55178,0.0
55179,2.0
55180,0.0
55181,2.0
55182,2.0
55183,0.0
55184,1.0
55185,0.0
55186,0.0
55187,1.0
55188,1.0
55189,0.0
55190,0.0
55191,0.0
55192,2.0
55193,2.0
55194,0.0
55195,1.0
55196,1.0
55197,0.0
55198,0.0
55199,0.0
55200,0.0
55201,0.0
55202,1.0
55203,1.0
55204,2.0
55205,2.0
55206,1.0
55207,0.0
55208,0.0
55209,0.0
55210,1.0
55211,0.0
55212,0.0
55213,0.0
55214,0.0
55215,1.0
55216,0.0
55217,0.0
55218,2.0
55219,0.0
55220,1.0
55221,0.0
55222,0.0
55223,0.0
55224,1.0
55225,0.0
55226,0.0
55227,0.0
55228,1.0
55229,0.0
55230,0.0
55231,0.0
55232,0.0
55233,0.0
55234,0.0
55235,1.0
55236,0.0
55237,0.0
55238,0.0
55239,1.0
55240,0.0
55241,0.0
55242,0.0
55243,0.0
55244,0.0
55245,0.0
55246,0.0
55247,2.0
55248,1.0
55249,0.0
55250,2.0
55251,0.0
55252,0.0
55253,0.0
55254,0.0
55255,1.0
55256,0.0
55257,1.0
55258,0.0
55259,1.0
55260,1.0
55261,0.0
55262,0.0
55263,0.0
55264,0.0
55265,0.0
55266,1.0
55267,0.0
55268,0.0
55269,0.0
55270,0.0
55271,1.0
55272,0.0
55273,2.0
55274,2.0
55275,0.0
55276,0.0
55277,0.0
55278,0.0
55279,0.0
55280,0.0
55281,0.0
55282,0.0
55283,0.0
55284,1.0
55285,2.0
55286,0.0
55287,0.0
55288,0.0
55289,0.0
55290,1.0
55291,1.0
55292,0.0
55293,0.0
55294,0.0
55295,0.0
55296,0.0
55297,1.0
55298,0.0
55299,1.0
55300,1.0
55301,2.0
55302,0.0
55303,1.0
55304,1.0
55305,1.0
55306,0.0
55307,0.0
55308,0.0
55309,0.0
55310,1.0
55311,0.0
55312,0.0
55313,0.0
55314,0.0
55315,0.0
55316,1.0
55317,0.0
55318,0.0
55319,1.0
55320,1.0
55321,2.0
55322,1.0
55323,1.0
55324,1.0
55325,0.0
55326,1.0
55327,1.0
55328,1.0
55329,0.0
55330,2.0
55331,2.0
55332,1.0
55333,0.0
55334,1.0
55335,0.0
55336,0.0
55337,1.0
55338,0.0
55339,0.0
55340,0.0
55341,1.0
55342,0.0
55343,0.0
55344,1.0
55345,0.0
55346,0.0
55347,2.0
55348,0.0
55349,1.0
55350,0.0
55351,0.0
55352,0.0
55353,0.0
55354,0.0
55355,0.0
55356,2.0
55357,0.0
55358,0.0
55359,1.0
55360,2.0
55361,0.0
55362,0.0
55363,0.0
55364,1.0
55365,0.0
55366,0.0
55367,0.0
55368,0.0
55369,0.0
55370,0.0
55371,0.0
55372,1.0
55373,0.0
55374,0.0
55375,2.0
55376,1.0
55377,2.0
55378,0.0
55379,0.0
55380,0.0
55381,1.0
55382,0.0
55383,1.0
55384,1.0
55385,1.0
55386,0.0
55387,0.0
55388,0.0
55389,0.0
55390,1.0
55391,0.0
55392,0.0
55393,1.0
55394,1.0
55395,0.0
55396,0.0
55397,0.0
55398,1.0
55399,1.0
55400,1.0
55401,0.0
55402,2.0
55403,1.0
55404,0.0
55405,2.0
55406,2.0
55407,2.0
55408,0.0
55409,1.0
55410,1.0
55411,1.0
55412,0.0
55413,0.0
55414,0.0
55415,0.0
55416,0.0
55417,0.0
55418,2.0
55419,2.0
55420,0.0
55421,0.0
55422,0.0
55423,1.0
55424,0.0
55425,0.0
55426,0.0
55427,0.0
55428,0.0
55429,0.0
55430,2.0
55431,1.0
55432,1.0
55433,1.0
55434,0.0
55435,0.0
55436,0.0
55437,0.0
55438,0.0
55439,2.0
55440,0.0
55441,1.0
55442,0.0
55443,0.0
55444,0.0
55445,0.0
55446,1.0
55447,0.0
55448,0.0
55449,0.0
55450,0.0
55451,1.0
55452,0.0
55453,2.0
55454,1.0
55455,0.0
55456,1.0
55457,1.0
55458,0.0
55459,0.0
55460,0.0
55461,2.0
55462,0.0
55463,1.0
55464,0.0
55465,0.0
55466,1.0
55467,0.0
55468,0.0
55469,2.0
55470,0.0
55471,1.0
55472,0.0
55473,0.0
55474,0.0
55475,1.0
55476,0.0
55477,1.0
55478,1.0
55479,1.0
55480,0.0
55481,0.0
55482,1.0
55483,0.0
55484,0.0
55485,1.0
55486,1.0
55487,0.0
55488,1.0
55489,1.0
55490,0.0
55491,0.0
55492,1.0
55493,2.0
55494,0.0
55495,0.0
55496,1.0
55497,1.0
55498,0.0
55499,2.0
55500,1.0
55501,0.0
55502,0.0
55503,0.0
55504,2.0
55505,0.0
55506,1.0
55507,0.0
55508,0.0
55509,0.0
55510,2.0
55511,0.0
55512,0.0
55513,0.0
55514,0.0
55515,1.0
55516,1.0
55517,0.0
55518,1.0
55519,2.0
55520,0.0
55521,1.0
55522,2.0
55523,0.0
55524,0.0
55525,1.0
55526,2.0
55527,0.0
55528,0.0
55529,0.0
55530,0.0
55531,0.0
55532,0.0
55533,2.0
55534,1.0
55535,0.0
55536,0.0
55537,0.0
55538,1.0
55539,2.0
55540,0.0
55541,1.0
55542,0.0
55543,0.0
55544,0.0
55545,2.0
55546,0.0
55547,2.0
55548,0.0
55549,0.0
55550,1.0
55551,1.0
55552,0.0
55553,2.0
55554,1.0
55555,0.0
55556,0.0
55557,0.0
55558,1.0
55559,0.0
55560,2.0
55561,1.0
55562,1.0
55563,0.0
55564,0.0
55565,0.0
55566,0.0
55567,0.0
55568,0.0
55569,1.0
55570,1.0
55571,2.0
55572,0.0
55573,0.0
55574,0.0
55575,0.0
55576,0.0
55577,0.0
55578,0.0
55579,0.0
55580,0.0
55581,0.0
55582,2.0
55583,0.0
55584,0.0
55585,0.0
55586,0.0
55587,0.0
55588,1.0
55589,0.0
55590,0.0
55591,1.0
55592,0.0
55593,1.0
55594,0.0
55595,0.0
55596,0.0
55597,1.0
55598,1.0
55599,1.0
55600,0.0
55601,2.0
55602,2.0
55603,0.0
55604,0.0
55605,0.0
55606,2.0
55607,1.0
55608,0.0
55609,0.0
55610,0.0
55611,0.0
55612,2.0
55613,0.0
55614,0.0
55615,1.0
55616,0.0
55617,0.0
55618,0.0
55619,0.0
55620,1.0
55621,0.0
55622,0.0
55623,0.0
55624,0.0
55625,0.0
55626,0.0
55627,0.0
55628,0.0
55629,1.0
55630,1.0
55631,0.0
55632,1.0
55633,2.0
55634,1.0
55635,0.0
55636,0.0
55637,0.0
55638,0.0
55639,1.0
55640,1.0
55641,0.0
55642,1.0
55643,0.0
55644,0.0
55645,1.0
55646,0.0
55647,0.0
55648,2.0
55649,0.0
55650,1.0
55651,0.0
55652,2.0
55653,0.0
55654,0.0
55655,0.0
55656,0.0
55657,0.0
55658,1.0
55659,0.0
55660,0.0
55661,0.0
55662,0.0
55663,0.0
55664,0.0
55665,0.0
55666,1.0
55667,0.0
55668,0.0
55669,2.0
55670,0.0
55671,0.0
55672,0.0
55673,2.0
55674,0.0
55675,0.0
55676,2.0
55677,1.0
55678,0.0
55679,2.0
55680,0.0
55681,1.0
55682,1.0
55683,1.0
55684,1.0
55685,0.0
55686,0.0
55687,1.0
55688,0.0
55689,0.0
55690,0.0
55691,0.0
55692,1.0
55693,0.0
55694,1.0
55695,0.0
55696,1.0
55697,0.0
55698,1.0
55699,0.0
55700,0.0
55701,1.0
55702,0.0
55703,0.0
55704,0.0
55705,1.0
55706,0.0
55707,1.0
55708,0.0
55709,0.0
55710,0.0
55711,2.0
55712,1.0
55713,0.0
55714,2.0
55715,0.0
55716,2.0
55717,2.0
55718,0.0
55719,2.0
55720,0.0
55721,0.0
55722,1.0
55723,0.0
55724,0.0
55725,0.0
55726,1.0
55727,0.0
55728,0.0
55729,0.0
55730,2.0
55731,0.0
55732,0.0
55733,2.0
55734,0.0
55735,0.0
55736,0.0
55737,0.0
55738,0.0
55739,0.0
55740,1.0
55741,2.0
55742,2.0
55743,0.0
55744,1.0
55745,0.0
55746,0.0
55747,0.0
55748,0.0
55749,0.0
55750,0.0
55751,1.0
55752,0.0
55753,2.0
55754,0.0
55755,0.0
55756,0.0
55757,0.0
55758,0.0
55759,2.0
55760,1.0
55761,1.0
55762,0.0
55763,0.0
55764,0.0
55765,1.0
55766,0.0
55767,2.0
55768,0.0
55769,1.0
55770,0.0
55771,0.0
55772,2.0
55773,1.0
55774,0.0
55775,0.0
55776,0.0
55777,0.0
55778,1.0
55779,1.0
55780,1.0
55781,1.0
55782,0.0
55783,0.0
55784,0.0
55785,0.0
55786,0.0
55787,0.0
55788,0.0
55789,0.0
55790,2.0
55791,2.0
55792,1.0
55793,0.0
55794,1.0
55795,2.0
55796,2.0
55797,0.0
55798,0.0
55799,1.0
55800,0.0
55801,2.0
55802,0.0
55803,2.0
55804,0.0
55805,1.0
55806,1.0
55807,0.0
55808,0.0
55809,2.0
55810,1.0
55811,2.0
55812,0.0
55813,0.0
55814,2.0
55815,0.0
55816,0.0
55817,0.0
55818,1.0
55819,0.0
55820,2.0
55821,1.0
55822,0.0
55823,0.0
55824,0.0
55825,0.0
55826,0.0
55827,0.0
55828,0.0
55829,0.0
55830,2.0
55831,1.0
55832,0.0
55833,0.0
55834,1.0
55835,1.0
55836,2.0
55837,0.0
55838,0.0
55839,2.0
55840,0.0
55841,1.0
55842,0.0
55843,0.0
55844,2.0
55845,1.0
55846,0.0
55847,2.0
55848,0.0
55849,1.0
55850,0.0
55851,0.0
55852,1.0
55853,0.0
55854,1.0
55855,0.0
55856,0.0
55857,0.0
55858,0.0
55859,0.0
55860,1.0
55861,0.0
55862,0.0
55863,0.0
55864,1.0
55865,0.0
55866,0.0
55867,2.0
55868,0.0
55869,1.0
55870,1.0
55871,0.0
55872,1.0
55873,0.0
55874,2.0
55875,0.0
55876,1.0
55877,1.0
55878,0.0
55879,1.0
55880,2.0
55881,0.0
55882,0.0
55883,1.0
55884,1.0
55885,0.0
55886,1.0
55887,2.0
55888,0.0
55889,0.0
55890,1.0
55891,0.0
55892,0.0
55893,0.0
55894,0.0
55895,0.0
55896,1.0
55897,0.0
55898,1.0
55899,2.0
55900,0.0
55901,0.0
55902,0.0
55903,0.0
55904,2.0
55905,0.0
55906,1.0
55907,0.0
55908,0.0
55909,0.0
55910,0.0
55911,1.0
55912,2.0
55913,0.0
55914,2.0
55915,0.0
55916,1.0
55917,0.0
55918,0.0
55919,0.0
55920,0.0
55921,0.0
55922,0.0
55923,0.0
55924,0.0
55925,0.0
55926,2.0
55927,0.0
55928,2.0
55929,0.0
55930,0.0
55931,1.0
55932,0.0
55933,1.0
55934,1.0
55935,0.0
55936,1.0
55937,1.0
55938,1.0
55939,2.0
55940,0.0
55941,1.0
55942,1.0
55943,2.0
55944,1.0
55945,0.0
55946,0.0
55947,1.0
55948,0.0
55949,0.0
55950,1.0
55951,0.0
55952,0.0
55953,1.0
55954,2.0
55955,0.0
55956,0.0
55957,0.0
55958,1.0
55959,0.0
55960,0.0
55961,0.0
55962,0.0
55963,0.0
55964,2.0
55965,1.0
55966,0.0
55967,0.0
55968,0.0
55969,0.0
55970,0.0
55971,2.0
55972,0.0
55973,1.0
55974,1.0
55975,0.0
55976,0.0
55977,0.0
55978,0.0
55979,2.0
55980,1.0
55981,0.0
55982,1.0
55983,0.0
55984,1.0
55985,0.0
55986,1.0
55987,0.0
55988,0.0
55989,1.0
55990,2.0
55991,0.0
55992,0.0
55993,0.0
55994,0.0
55995,1.0
55996,0.0
55997,0.0
55998,0.0
55999,0.0
56000,0.0
56001,0.0
56002,0.0
56003,1.0
56004,0.0
56005,1.0
56006,0.0
56007,1.0
56008,0.0
56009,1.0
56010,0.0
56011,0.0
56012,1.0
56013,2.0
56014,2.0
56015,2.0
56016,1.0
56017,0.0
56018,0.0
56019,2.0
56020,0.0
56021,0.0
56022,1.0
56023,0.0
56024,2.0
56025,0.0
56026,0.0
56027,1.0
56028,2.0
56029,2.0
56030,0.0
56031,1.0
56032,2.0
56033,0.0
56034,1.0
56035,1.0
56036,0.0
56037,0.0
56038,2.0
56039,0.0
56040,0.0
56041,1.0
56042,1.0
56043,1.0
56044,1.0
56045,0.0
56046,0.0
56047,2.0
56048,0.0
56049,2.0
56050,1.0
56051,2.0
56052,0.0
56053,0.0
56054,0.0
56055,1.0
56056,1.0
56057,0.0
56058,2.0
56059,1.0
56060,0.0
56061,0.0
56062,0.0
56063,2.0
56064,1.0
56065,0.0
56066,1.0
56067,0.0
56068,0.0
56069,0.0
56070,1.0
56071,0.0
56072,1.0
56073,0.0
56074,0.0
56075,0.0
56076,0.0
56077,1.0
56078,1.0
56079,1.0
56080,0.0
56081,0.0
56082,0.0
56083,0.0
56084,0.0
56085,2.0
56086,1.0
56087,0.0
56088,1.0
56089,2.0
56090,0.0
56091,0.0
56092,0.0
56093,0.0
56094,2.0
56095,0.0
56096,0.0
56097,1.0
56098,2.0
56099,1.0
56100,0.0
56101,0.0
56102,0.0
56103,2.0
56104,1.0
56105,0.0
56106,2.0
56107,2.0
56108,1.0
56109,1.0
56110,0.0
56111,0.0
56112,2.0
56113,0.0
56114,2.0
56115,0.0
56116,0.0
56117,1.0
56118,0.0
56119,1.0
56120,2.0
56121,0.0
56122,0.0
56123,0.0
56124,0.0
56125,2.0
56126,0.0
56127,2.0
56128,0.0
56129,0.0
56130,0.0
56131,0.0
56132,0.0
56133,2.0
56134,0.0
56135,0.0
56136,1.0
56137,2.0
56138,1.0
56139,2.0
56140,0.0
56141,0.0
56142,0.0
56143,1.0
56144,0.0
56145,1.0
56146,2.0
56147,0.0
56148,1.0
56149,1.0
56150,1.0
56151,0.0
56152,0.0
56153,0.0
56154,1.0
56155,1.0
56156,1.0
56157,2.0
56158,1.0
56159,2.0
56160,0.0
56161,0.0
56162,0.0
56163,1.0
56164,0.0
56165,1.0
56166,0.0
56167,0.0
56168,0.0
56169,1.0
56170,0.0
56171,0.0
56172,0.0
56173,2.0
56174,2.0
56175,0.0
56176,0.0
56177,0.0
56178,0.0
56179,0.0
56180,0.0
56181,0.0
56182,0.0
56183,0.0
56184,0.0
56185,0.0
56186,0.0
56187,2.0
56188,1.0
56189,0.0
56190,0.0
56191,1.0
56192,1.0
56193,1.0
56194,0.0
56195,0.0
56196,0.0
56197,0.0
56198,1.0
56199,1.0
56200,1.0
56201,0.0
56202,2.0
56203,0.0
56204,2.0
56205,1.0
56206,0.0
56207,0.0
56208,2.0
56209,0.0
56210,0.0
56211,0.0
56212,0.0
56213,0.0
56214,0.0
56215,2.0
56216,1.0
56217,2.0
56218,0.0
56219,0.0
56220,0.0
56221,0.0
56222,0.0
56223,0.0
56224,0.0
56225,0.0
56226,1.0
56227,0.0
56228,0.0
56229,0.0
56230,0.0
56231,0.0
56232,1.0
56233,0.0
56234,2.0
56235,1.0
56236,1.0
56237,0.0
56238,1.0
56239,1.0
56240,0.0
56241,2.0
56242,0.0
56243,2.0
56244,0.0
56245,0.0
56246,0.0
56247,1.0
56248,0.0
56249,2.0
56250,0.0
56251,2.0
56252,0.0
56253,0.0
56254,2.0
56255,0.0
56256,1.0
56257,0.0
56258,0.0
56259,0.0
56260,2.0
56261,0.0
56262,0.0
56263,0.0
56264,0.0
56265,0.0
56266,0.0
56267,0.0
56268,1.0
56269,1.0
56270,0.0
56271,0.0
56272,0.0
56273,2.0
56274,0.0
56275,0.0
56276,2.0
56277,1.0
56278,2.0
56279,0.0
56280,0.0
56281,1.0
56282,0.0
56283,2.0
56284,0.0
56285,2.0
56286,0.0
56287,2.0
56288,0.0
56289,1.0
